Brand_ID,Cate1_ID,Cate2_ID,Cate3_ID,Region_ID
0,0,0,0,2199
0,0,0,0,1606
0,0,0,0,1052
0,0,0,0,1944
0,0,0,0,121
0,0,0,0,1475
0,0,0,0,275
0,0,0,0,899
0,0,0,0,15
0,0,0,0,1606
0,0,0,0,151
0,0,0,0,1598
0,0,0,0,740
0,0,0,0,1944
0,0,0,0,977
0,0,0,0,1383
0,0,0,0,867
0,0,0,0,283
0,0,0,0,797
0,0,0,0,2069
0,0,0,0,975
0,0,0,0,1930
0,0,0,0,1479
0,0,0,0,1939
0,0,0,0,462
0,0,0,0,898
0,0,0,0,1308
0,0,0,0,1027
0,0,0,0,469
0,0,0,0,1610
0,0,0,0,1694
0,0,0,0,53
0,0,0,0,943
0,0,0,0,1598
0,0,0,0,780
0,0,0,0,1607
0,0,0,0,1460
0,0,0,0,354
0,0,0,0,161
0,0,0,0,1044
0,0,0,0,103
0,0,0,0,1930
0,0,0,0,354
0,0,0,0,1487
0,0,0,0,835
0,0,0,0,1597
0,0,0,0,1932
0,0,0,0,9
0,0,0,0,347
0,0,0,0,835
0,0,0,0,1580
0,0,0,0,51
0,0,0,0,1584
0,0,0,0,1368
0,0,0,0,119
0,0,0,0,2405
0,0,0,0,2150
0,0,0,0,313
0,0,0,0,1596
0,0,0,0,331
0,0,0,0,54
0,0,0,0,103
0,0,0,0,53
0,0,0,0,115
0,0,0,0,1895
0,0,0,0,200
0,0,0,0,56
0,0,0,0,1603
0,0,0,0,122
0,0,0,0,86
0,0,0,0,266
0,0,0,0,332
0,0,0,0,332
0,0,0,0,347
0,0,0,0,1610
0,0,0,0,1026
0,0,0,0,331
0,0,0,0,347
0,0,0,0,1950
0,0,0,0,347
0,0,0,0,550
0,0,0,0,206
0,0,0,0,1625
0,0,0,0,734
0,0,0,0,637
0,0,0,0,280
0,0,0,0,1616
0,0,0,0,46
0,0,0,0,523
0,0,0,0,51
0,0,0,0,1410
0,0,0,0,103
0,0,0,0,1488
0,0,0,0,213
0,0,0,0,891
0,0,0,0,211
0,0,0,0,100
0,0,0,0,780
0,0,0,0,103
0,0,0,0,211
0,0,0,0,1043
0,0,0,0,119
0,0,0,0,1587
0,0,0,0,967
0,0,0,0,354
0,0,0,0,1695
0,0,0,0,554
0,0,0,0,1435
0,0,0,0,354
0,0,0,0,64
0,0,0,0,484
0,0,0,0,1201
0,0,0,0,443
0,0,0,0,774
0,0,0,0,2564
0,0,0,0,1619
0,0,0,0,1603
0,0,0,0,74
0,0,0,0,208
0,0,0,0,281
0,0,0,0,1618
0,0,0,0,908
0,0,0,0,354
0,0,0,0,176
0,0,0,0,1025
0,0,0,0,1383
0,0,0,0,1551
0,0,0,0,650
0,0,0,0,2402
0,0,0,0,1616
0,0,0,0,2745
0,0,0,0,500
0,0,0,0,596
0,0,0,0,1608
0,0,0,0,104
0,0,0,0,1584
0,0,0,0,1614
0,0,0,0,834
0,0,0,0,1619
0,0,0,0,1581
0,0,0,0,834
0,0,0,0,179
0,0,0,0,293
0,0,0,0,241
0,0,0,0,469
1,1,1,1,1882
1,1,1,1,507
1,1,1,1,506
1,1,1,1,2984
1,1,1,1,2208
1,1,1,1,455
1,1,1,1,210
1,1,1,1,796
1,1,1,1,2462
1,1,1,1,2305
1,1,1,1,861
1,1,1,1,352
1,1,1,1,260
1,1,1,1,1887
1,1,1,1,2083
1,1,1,1,1939
1,1,1,1,2246
1,1,1,1,672
1,1,1,1,2098
1,1,1,1,2009
1,1,1,1,2742
1,1,1,1,784
1,1,1,1,2240
1,1,1,1,2524
1,1,1,1,1684
1,1,1,1,2145
1,1,1,1,2629
1,1,1,1,2159
1,1,1,1,226
1,1,1,1,2380
1,1,1,1,1998
1,1,1,1,619
1,1,1,1,2250
1,1,1,1,2302
1,1,1,1,2748
1,1,1,1,134
1,1,1,1,3029
1,1,1,1,2365
1,1,1,1,143
1,1,1,1,2653
1,1,1,1,123
1,1,1,1,2152
1,1,1,1,512
1,1,1,1,793
1,1,1,1,1608
1,1,1,1,3027
1,1,1,1,284
1,1,1,1,3024
1,1,1,1,2039
1,1,1,1,2100
1,1,1,1,2917
1,1,1,1,2919
1,1,1,1,2982
1,1,1,1,1170
1,1,1,1,859
1,1,1,1,2969
1,1,1,1,2499
1,1,1,1,2026
1,1,1,1,2626
1,1,1,1,493
1,1,1,1,809
1,1,1,1,2805
1,1,1,1,2967
1,1,1,1,2194
1,1,1,1,732
1,1,1,1,2401
1,1,1,1,2115
1,1,1,1,2827
1,1,1,1,2106
1,1,1,1,2733
1,1,1,1,1642
1,1,1,1,312
1,1,1,1,1939
1,1,1,1,369
1,1,1,1,1995
1,1,1,1,2102
1,1,1,1,1930
1,1,1,1,2704
1,1,1,1,514
1,1,1,1,723
1,1,1,1,2920
1,1,1,1,2222
1,1,1,1,649
1,1,1,1,462
1,1,1,1,1890
1,1,1,1,512
1,1,1,1,2151
1,1,1,1,2862
1,1,1,1,1592
1,1,1,1,817
1,1,1,1,2983
1,1,1,1,2575
1,1,1,1,2567
1,1,1,1,770
1,1,1,1,126
1,1,1,1,1678
1,1,1,1,2064
1,1,1,1,1948
1,1,1,1,2085
1,1,1,1,2896
1,1,1,1,2196
1,1,1,1,242
1,1,1,1,2850
1,1,1,1,2946
1,1,1,1,2690
1,1,1,1,2070
1,1,1,1,498
1,1,1,1,1596
1,1,1,1,381
1,1,1,1,835
1,1,1,1,30
1,1,1,1,497
1,1,1,1,3005
1,1,1,1,2014
1,1,1,1,1753
1,1,1,1,1912
1,1,1,1,2111
1,1,1,1,708
1,1,1,1,2457
1,1,1,1,2776
1,1,1,1,422
1,1,1,1,1929
1,1,1,1,2089
1,1,1,1,1973
1,1,1,1,1886
1,1,1,1,801
1,1,1,1,2429
1,1,1,1,2975
1,1,1,1,2253
1,1,1,1,104
1,1,1,1,764
1,1,1,1,2011
1,1,1,1,2163
1,1,1,1,851
1,1,1,1,1649
1,1,1,1,867
1,1,1,1,1885
2,0,2,2,899
2,0,2,2,1795
2,0,2,2,1439
2,0,2,2,554
2,0,2,2,1884
2,0,2,2,2727
2,0,2,2,2197
2,0,2,2,969
2,0,2,2,1414
2,0,2,2,1197
2,0,2,2,2745
2,0,2,2,1622
2,0,2,2,787
2,0,2,2,122
2,0,2,2,2124
2,0,2,2,39
2,0,2,2,1121
2,0,2,2,681
2,0,2,2,1962
2,0,2,2,2940
2,0,2,2,1897
2,0,2,2,1152
2,0,2,2,747
2,0,2,10,1939
2,0,2,2,623
2,0,2,2,185
2,0,2,2,1641
2,0,2,2,2466
2,0,2,2,1372
2,0,2,2,2044
2,0,2,10,1417
2,0,2,2,477
2,0,2,2,553
2,0,2,2,162
2,0,2,2,206
2,0,2,2,131
2,0,2,2,1748
2,0,2,2,2591
2,0,2,10,1628
2,0,2,2,2382
2,0,2,2,1118
2,0,2,2,523
2,0,2,10,331
2,0,2,2,2213
2,0,2,2,74
2,0,2,10,1939
2,0,2,2,480
3,2,3,3,1409
3,2,3,3,491
3,2,3,3,283
3,2,3,3,121
3,2,3,3,880
3,2,3,3,1732
3,2,3,3,1618
3,2,3,3,685
3,2,3,3,347
3,2,3,3,1959
3,2,3,3,1479
3,2,3,3,130
3,2,3,3,1115
3,2,3,3,1955
3,2,3,3,602
3,2,3,3,2113
3,2,3,3,1800
3,2,3,3,2805
3,2,3,3,2355
3,2,3,3,2092
3,2,3,3,2259
3,2,3,3,1568
3,2,3,3,1434
3,2,3,3,160
